"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval"
"S12000006","Council area","Dumfries & Galloway",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",202.3,18.2,20.6,16
"S12000008","Council area","East Ayrshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",204.3,18.9,21.4,16.7
"S12000010","Council area","East Lothian",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",165.7,16.4,18.8,14.2
"S12000011","Council area","East Renfrewshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",69.3,8.7,10.8,6.9
"S12000013","Council area","Na h-Eileanan Siar",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",28.3,16.3,22.4,11.5
"S12000014","Council area","Falkirk",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",239.7,16.7,18.7,14.9
"S12000017","Council area","Highland",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",266.3,14.5,16.2,13
"S12000018","Council area","Inverclyde",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",112,18,21.2,15.2
"S12000019","Council area","Midlothian",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",158,15.1,17.3,13
"S12000020","Council area","Moray",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",122,15.5,18.2,13.1
"S12000021","Council area","North Ayrshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",213.7,20,22.5,17.7
"S12000023","Council area","Orkney Islands",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",19.3,11.3,16.9,7.4
"S12000026","Council area","Scottish Borders",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",124,15.2,17.8,12.9
"S12000027","Council area","Shetland Islands",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",14,7.4,12,4.4
"S12000028","Council area","South Ayrshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",114,14.8,17.5,12.5
"S12000029","Council area","South Lanarkshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",427.3,14,15.3,12.8
"S12000030","Council area","Stirling",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",93.3,13.8,16.6,11.4
"S12000033","Council area","Aberdeen City",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",245.7,12.3,13.8,10.9
"S12000034","Council area","Aberdeenshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",267.3,11.8,13.2,10.6
"S12000035","Council area","Argyll & Bute",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",74.7,12.4,15.3,10
"S12000036","Council area","City of Edinburgh",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",437,10.1,11,9.2
"S12000038","Council area","Renfrewshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",214,13,14.8,11.5
"S12000039","Council area","West Dunbartonshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",147,18.5,21.3,15.9
"S12000040","Council area","West Lothian",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",345.7,19.7,21.7,17.9
"S12000041","Council area","Angus",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",175,19.4,22.1,17
"S12000042","Council area","Dundee City",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",263,20.7,23,18.6
"S12000045","Council area","East Dunbartonshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",78.7,8.8,10.8,7.1
"S12000047","Council area","Fife",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",658.3,21.4,22.9,20
"S12000048","Council area","Perth & Kinross",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",196.7,16.4,18.7,14.5
"S12000049","Council area","Glasgow City",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",767.3,12.9,13.8,12.1
"S12000050","Council area","North Lanarkshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Post-partum smoking rate",556.7,17.9,19.2,16.6
"S12000005","Council area","Clackmannanshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",42.3,9.2,12.2,6.9
"S12000006","Council area","Dumfries & Galloway",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",79.3,7.2,8.9,5.8
"S12000008","Council area","East Ayrshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",90.3,8.5,10.3,7
"S12000010","Council area","East Lothian",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",61.7,6.5,8.2,5.1
"S12000011","Council area","East Renfrewshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",58.3,7.6,9.7,5.9
"S12000013","Council area","Na h-Eileanan Siar",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",12.3,7.2,12,4.2
"S12000014","Council area","Falkirk",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",133,9.3,10.9,7.9
"S12000017","Council area","Highland",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",164.3,9,10.4,7.8
"S12000018","Council area","Inverclyde",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",67.3,11,13.7,8.8
"S12000019","Council area","Midlothian",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",73.3,7.3,9.1,5.9
"S12000020","Council area","Moray",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",58.3,8,10.2,6.2
"S12000021","Council area","North Ayrshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",98,9.2,11.1,7.6
"S12000023","Council area","Orkney Islands",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",9.3,7.8,13.9,4.2
"S12000026","Council area","Scottish Borders",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",46,6.2,8.2,4.7
"S12000027","Council area","Shetland Islands",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",16,8.7,13.7,5.4
"S12000028","Council area","South Ayrshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",68,8.9,11.2,7.1
"S12000029","Council area","South Lanarkshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",251.7,8.2,9.2,7.3
"S12000030","Council area","Stirling",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",58.7,8.9,11.3,7
"S12000033","Council area","Aberdeen City",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",186.7,9,10.3,7.9
"S12000034","Council area","Aberdeenshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",185,8.9,10.2,7.7
"S12000035","Council area","Argyll & Bute",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",45.3,8.1,10.6,6.1
"S12000036","Council area","City of Edinburgh",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",286.7,6.5,7.3,5.8
"S12000038","Council area","Renfrewshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",145.7,9,10.5,7.7
"S12000039","Council area","West Dunbartonshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",79,10,12.3,8.1
"S12000040","Council area","West Lothian",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",143.3,8.4,9.9,7.2
"S12000041","Council area","Angus",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",72,8.1,10.1,6.5
"S12000042","Council area","Dundee City",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",129.7,10.2,11.9,8.6
"S12000045","Council area","East Dunbartonshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",50.3,5.8,7.6,4.5
"S12000047","Council area","Fife",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",208.3,7.2,8.2,6.3
"S12000048","Council area","Perth & Kinross",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",97,8.5,10.3,7
"S12000049","Council area","Glasgow City",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",523.7,8.7,9.4,8
"S12000050","Council area","North Lanarkshire",2021,"2020/21 to 2022/23 financial years; 3-year aggregates","Percentage","Premature births",248.7,7.9,8.9,7
"S12000005","Council area","Clackmannanshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",56,13.5,17.5,10.2
"S12000006","Council area","Dumfries & Galloway",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",154,12.5,14.7,10.6
"S12000008","Council area","East Ayrshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",114,11.6,13.9,9.5
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",94,10.8,13.2,8.7
"S12000011","Council area","East Renfrewshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",60,8.1,10.4,6.2
"S12000013","Council area","Na h-Eileanan Siar",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",38,17.3,23.7,12.2
"S12000014","Council area","Falkirk",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",140,10.8,12.7,9.1
"S12000017","Council area","Highland",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",322,16.5,18.4,14.8
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",76,12.1,15.1,9.5
"S12000019","Council area","Midlothian",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",91,12.2,15,9.9
"S12000020","Council area","Moray",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",104,13.3,16.1,10.8
"S12000021","Council area","North Ayrshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",121,11.1,13.2,9.2
"S12000023","Council area","Orkney Islands",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",38,20.5,28.1,14.5
"S12000026","Council area","Scottish Borders",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",113,11.9,14.3,9.8
"S12000027","Council area","Shetland Islands",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",43,23.5,31.6,17
"S12000028","Council area","South Ayrshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",117,12.6,15.1,10.4
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",253,9.7,11,8.6
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",118,15.5,18.5,12.8
"S12000033","Council area","Aberdeen City",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",195,10.4,11.9,9
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",161,7.7,9,6.6
"S12000035","Council area","Argyll & Bute",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",151,21,24.6,17.8
"S12000036","Council area","City of Edinburgh",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",485,11,12.1,10.1
"S12000038","Council area","Renfrewshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",152,10.4,12.2,8.8
"S12000039","Council area","West Dunbartonshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Premise licences in force - Off trade",90,12.7,15.7,10.2
